store_id	store_name	addr_line1	addr_city	addr_state	addr_zipcode
768	Spreading Bedstraw	62 Claremont Junction	Portland	Oregon	97206
769	Zarzabacoa De Monte	941 Little Fleur Pass	Jackson	Mississippi	39216
770	Palisota	7670 Old Shore Avenue	Houston	Texas	77050
771	Sticky Rosinweed	45351 Colorado Junction	Santa Fe	New Mexico	87592
772	Spinystar	9 Westerfield Lane	Birmingham	Alabama	35220
773	Bruised Lichen	48915 Continental Road	Vero Beach	Florida	32969
774	Mealy Goosefoot	730 Welch Park	Baton Rouge	Louisiana	70815
775	Matted Lichen	529 Orin Court	Henderson	Nevada	89074
776	Bonneville Big Sagebrush	87 Melvin Way	Macon	Georgia	31217
777	Vulture Ironweed	12 Sommers Junction	Pittsburgh	Pennsylvania	15261
778	Chaffseed	67752 Hoffman Plaza	Charlotte	North Carolina	28235
779	Upright Burhead	36 Sheridan Terrace	Long Beach	California	90840
780	Humboldt Lily	0 Monica Circle	Dallas	Texas	75221
781	Smooth Bur Cucumber	0 Little Fleur Park	Atlanta	Georgia	30368
782	Seaside Woolly Sunflower	36871 Longview Road	Charleston	South Carolina	29403
783	Hollyleaf Cherry	49 Green Lane	Dearborn	Michigan	48126
784	Leafy Prairie Clover	181 Schurz Road	Jacksonville	Florida	32230
785	Papillose Sphagnum	135 Rusk Trail	Phoenix	Arizona	85072
786	Rockloving Erigeron	0980 Saint Paul Plaza	Wilkes Barre	Pennsylvania	18706
787	Porcupine River Thimbleweed	85614 Fairfield Hill	Charleston	West Virginia	25326
788	Fringed Orchid	88 Moose Circle	Charlotte	North Carolina	28205
789	Lava Dock	87 Bellgrove Lane	Jersey City	New Jersey	07310
790	Greater Burdock	004 Namekagon Center	Seattle	Washington	98133
791	Composite Dropseed	3486 Hintze Lane	Springfield	Massachusetts	01105
792	Australasian Geranium	59563 Dahle Crossing	Anniston	Alabama	36205
793	Paiute Beardtongue	0 Alpine Drive	Spokane	Washington	99210
794	Alyce Clover	56525 Oakridge Crossing	Prescott	Arizona	86305
795	Birdnest Fern	04 Sundown Circle	Columbus	Georgia	31914
796	Fragrant Eryngo	04450 Lukken Pass	Cincinnati	Ohio	45249
797	Fourleaf Mare's-tail	55 Northwestern Terrace	Alexandria	Virginia	22301
798	Mcconnell's Poppy	178 Kim Circle	Jamaica	New York	11447
799	Slender Yellow Woodsorrel	686 Lindbergh Point	Montgomery	Alabama	36134
800	Lenten-rose	9559 Buhler Crossing	Bakersfield	California	93381
801	Rim Lichen	144 Dovetail Lane	New York City	New York	10170
802	Rosy Ipomopsis	42 Judy Lane	San Angelo	Texas	76905
803	Dot Lichen	82372 Melrose Lane	North Little Rock	Arkansas	72199
804	Smallhead Pipewort	56 Hoffman Alley	Waco	Texas	76796
805	Yam	55394 Crescent Oaks Crossing	Birmingham	Alabama	35220
806	Leskea Moss	93656 Leroy Alley	New York City	New York	10115
807	Lemmon's Lessingia	4911 Carey Court	Daytona Beach	Florida	32128
808	Christmasbush	1464 Merchant Crossing	Richmond	Virginia	23208
809	Henderson's Triteleia	49 Summit Plaza	Miami	Florida	33147
810	Peninsula Sedge	09982 Hagan Place	Port Washington	New York	11054
811	False Carrot	885 Coleman Way	Atlanta	Georgia	30392
812	Hinckley's Brickellbush	82714 Sundown Road	Shreveport	Louisiana	71130
813	Vitt's Candle Snuffer Moss	988 Reindahl Pass	Houston	Texas	77288
814	Boyden Cave Gilia	744 Mcbride Pass	Washington	District of Columbia	20337
815	Mato	8571 Mcguire Parkway	Oklahoma City	Oklahoma	73147
816	Cyrto-hypnum Moss	4448 Buell Place	San Jose	California	95113
817	Elegant Clarkia	32 Nevada Way	Sioux Falls	South Dakota	57198
818	Brittle Lichen	931 Waxwing Point	Shawnee Mission	Kansas	66286
819	West Indian False Buttonweed	00 Stang Circle	Lincoln	Nebraska	68531
820	Fetterbush Lyonia	3 Welch Circle	Dayton	Ohio	45403
821	Asian Brake	2 Bluestem Parkway	Greensboro	North Carolina	27499
822	Melonleaf Nightshade	503 Tony Court	Portland	Oregon	97255
823	Twining Screwstem	3105 Crowley Court	New Orleans	Louisiana	70165
824	Thistle	29 Harbort Hill	New Orleans	Louisiana	70160
825	Chilean Chess	6060 Carey Way	Boise	Idaho	83716
826	Viburnum	19228 Warbler Road	New York City	New York	10203
827	Longflower Tuberose	1294 Anthes Street	Baton Rouge	Louisiana	70883
828	Bush Pea	54319 Clemons Alley	Tampa	Florida	33615
829	Coastal Mock Vervain	341 Forest Dale Park	Salt Lake City	Utah	84110
830	Cracked Lichen	49060 Twin Pines Court	Trenton	New Jersey	08695
831	Carson's Waterparsnip	7802 Esker Plaza	Norfolk	Virginia	23514
832	Arabian Schismus	79158 Eliot Center	Houston	Texas	77095
833	Hygrohypnum Moss	7 Westend Alley	Saint Petersburg	Florida	33705
834	Leafy Desertdandelion	2 Granby Place	Cincinnati	Ohio	45223
835	Northern Spiderlily	28 Lawn Drive	North Hollywood	California	91616
836	Wholeleaf Rosinweed	067 Veith Court	Saint Joseph	Missouri	64504
837	Common Threesquare	9229 Bunker Hill Drive	San Diego	California	92170
838	Slender Threadplant	2 Roth Circle	Washington	District of Columbia	20557
839	Grand Canyon Blazingstar	67 Roth Crossing	Peoria	Illinois	61614
840	White Poplar	64 Sheridan Park	Juneau	Alaska	99812
841	Pendantgrass	54274 Shopko Avenue	Jacksonville	Florida	32225
842	Lion's Ear	84 Kedzie Circle	Athens	Georgia	30610
843	West Indian Water-willow	5332 Larry Center	Jamaica	New York	11499
844	Rio Grande Bugheal	9 Tomscot Alley	Rochester	New York	14683
845	Florida Pondweed	178 Cardinal Way	Des Moines	Iowa	50330
846	Saxifrage Pink	035 Bartillon Street	Monticello	Minnesota	55565
847	Mexican Stonecrop	701 Michigan Court	Philadelphia	Pennsylvania	19151
848	Helecho Gigante De La Sierra	5 Grover Plaza	Chattanooga	Tennessee	37405
849	Longhorn Steer's-head	58596 Calypso Trail	Lubbock	Texas	79491
850	Low Spearwort	2560 Valley Edge Point	Gainesville	Georgia	30506
851	Stirtonia Lichen	50 Division Junction	Dallas	Texas	75379
852	Hophornbeam	687 Division Lane	Portland	Oregon	97271
853	Pitseed Goosefoot	93844 Oneill Terrace	Sterling	Virginia	20167
854	Sea Milkwort	569 Mallard Road	Fresno	California	93778
855	Thickstem Wild Cabbage	7583 Ruskin Parkway	Rochester	New York	14604
856	Chihuahuan Groundcherry	3080 North Lane	Columbus	Georgia	31904
857	Cumberland False Rosemary	0093 Dennis Circle	Los Angeles	California	90076
858	Girgensohn's Sphagnum	922 Macpherson Lane	Shreveport	Louisiana	71166
859	Philippine Pigeonwings	8 Karstens Road	Brooklyn	New York	11247
860	Cusick's Locoweed	3174 Moulton Point	Houston	Texas	77212
861	Streambank Springbeauty	7136 Debs Lane	San Antonio	Texas	78215
862	Rocky Mountain Rush	309 Stoughton Road	Huntsville	Alabama	35810
863	Pepper	73 Brentwood Circle	Yakima	Washington	98907
864	Woodruff	27 7th Alley	Chicago	Illinois	60657
865	Yerba De San Juan	3 Mayer Trail	Long Beach	California	90810
866	Blood Lichen	87 Lerdahl Parkway	Washington	District of Columbia	20404
867	Upright Pellitory	6150 Raven Circle	San Jose	California	95155
868	Thompson's Rockcress	4 Montana Pass	Birmingham	Alabama	35254
869	Devil's-tongue	337 Shoshone Way	Fort Wayne	Indiana	46867
870	Homalia Moss	2841 Merrick Center	Philadelphia	Pennsylvania	19172
871	Oreas Moss	228 Tony Crossing	Whittier	California	90610
872	Petiolate Beardtongue	310 Straubel Crossing	Dallas	Texas	75216
873	Borrego Bedstraw	5 Red Cloud Way	Saint Louis	Missouri	63196
874	Slenderstem Lessingia	9 Burning Wood Plaza	Richmond	Virginia	23220
875	Porpidia Lichen	69984 Mcguire Park	Louisville	Kentucky	40233
876	Darkred Onion	20 Lillian Drive	Gary	Indiana	46406
877	Cyrtandra	5 Hermina Plaza	Boston	Massachusetts	02109
878	Curvepod Yellowcress	5 Delladonna Avenue	Birmingham	Alabama	35244
879	Virginia Dwarfdandelion	4 Fallview Plaza	El Paso	Texas	79955
880	Largeflower Goldenweed	786 Delaware Crossing	Danbury	Connecticut	06816
881	Ailanthus	98729 Donald Pass	Sandy	Utah	84093
882	Cypress Panicgrass	065 Butterfield Terrace	Vero Beach	Florida	32969
883	Clustered Lady's Mantle	4 Ohio Crossing	Philadelphia	Pennsylvania	19131
884	Iguana Hackberry	8353 Lotheville Plaza	Des Moines	Iowa	50347
885	Largeflower Fairybells	79 Roth Drive	Houston	Texas	77201
886	Pyrenocollema Lichen	06 Morning Plaza	New York City	New York	10079
887	Sowthistle	77 Burrows Court	Roanoke	Virginia	24029
888	Bahama Nightshade	85249 Annamark Circle	New York City	New York	10105
889	Slimflower Lovegrass	647 Mccormick Lane	Terre Haute	Indiana	47812
890	Rimmed Lichen	09 Shasta Lane	Denver	Colorado	80249
891	Myers' Pincushionplant	9 Moulton Circle	Pasadena	California	91117
892	Fiveleaf Clover	3 Grayhawk Avenue	Louisville	Kentucky	40256
893	Rim Lichen	7711 Carey Parkway	Prescott	Arizona	86305
894	Gunnison's Rockcress	24 Barby Drive	Dayton	Ohio	45490
895	Tundra Wildrye	1 Division Crossing	Decatur	Georgia	30089
896	Pale Indian Paintbrush	963 Fair Oaks Crossing	Lakeland	Florida	33811
897	Pricklypear	8 Florence Drive	Baltimore	Maryland	21216
898	Yellow Salsify	7 Del Mar Lane	Atlanta	Georgia	30356
899	Lapland Beard Lichen	1 Cordelia Terrace	Memphis	Tennessee	38197
900	Pigweed	00374 Old Shore Point	Las Vegas	Nevada	89110
901	Watersprite	16929 Melvin Way	San Diego	California	92132
902	Scribble Lichen	672 Delladonna Center	Austin	Texas	78783
903	White Mariposa Lily	5 Gerald Court	Indianapolis	Indiana	46207
904	Japanese Ginseng	65 Oakridge Plaza	Reno	Nevada	89510
905	Smooth Solomon's Seal	5 Shasta Junction	Tacoma	Washington	98481
906	Viburnum	00707 Mendota Crossing	San Jose	California	95133
907	Northern Birch	53660 Darwin Circle	Largo	Florida	34643
908	Violet Wild Petunia	30 Heath Street	Syracuse	New York	13251
909	Common Mullein	49054 Chinook Park	Saint Paul	Minnesota	55166
910	Apricot Tulip	38530 Susan Street	Pittsburgh	Pennsylvania	15225
911	Jeruselem Thorn	3 Ramsey Avenue	Flushing	New York	11355
912	Chaff Flower	82379 Anhalt Crossing	Des Moines	Iowa	50335
913	Acute Indian Paintbrush	294 Columbus Drive	Stamford	Connecticut	06905
914	Heartleaf Mock Orange	5 Valley Edge Trail	Manassas	Virginia	22111
915	Densespike Blazing Star	688 Delladonna Road	Honolulu	Hawaii	96805
916	Manyflower Sedge	8095 Mitchell Plaza	Raleigh	North Carolina	27615
917	Chinese Chastetree	972 Hansons Trail	Baltimore	Maryland	21282
918	Butterfly Palm	0328 Green Ridge Parkway	Prescott	Arizona	86305
919	Carline Thistle	0355 Warrior Circle	Ocala	Florida	34474
920	Blue Panicum	22091 Darwin Point	Atlanta	Georgia	31132
921	Northern Red Oak	2998 Goodland Junction	San Jose	California	95128
922	Bulltongue Arrowhead	847 Blackbird Trail	Detroit	Michigan	48224
923	Deciduous Fig	462 Scofield Crossing	Dallas	Texas	75287
924	Hybrid Hickory	0 Bonner Terrace	San Antonio	Texas	78265
925	Alpine Yellowcress	874 Crescent Oaks Place	Birmingham	Alabama	35295
926	Northern Bowl Lichen	557 Dawn Court	Cincinnati	Ohio	45228
927	San Rafael Cryptantha	03548 Lindbergh Point	Buffalo	New York	14233
928	Swamp Smartweed	14 Mesta Lane	West Palm Beach	Florida	33421
929	Histiopteris	7560 Chive Lane	Akron	Ohio	44329
930	Mayflower	298 7th Point	Wichita	Kansas	67236
931	Philbrick's Desertdandelion	17 Lerdahl Lane	Saginaw	Michigan	48604
932	Shortleaf Sunflower	9 Eliot Road	Lafayette	Louisiana	70593
933	Arrow-leaf Thelypody	9612 Lakewood Gardens Road	Aiken	South Carolina	29805
934	Seaside Alkaligrass	27 Westend Pass	San Jose	California	95173
935	Beard Lichen	139 Rusk Street	Shreveport	Louisiana	71105
936	Forest Spleenwort	9249 Ruskin Court	Kansas City	Missouri	64101
937	Folded Calicoflower	6190 Muir Terrace	Lubbock	Texas	79491
938	Pseudostellaria	5363 Del Mar Point	Cape Coral	Florida	33915
939	Schist Cynodontium Moss	266 Riverside Way	New Brunswick	New Jersey	08922
940	Oriental Arborvitae	179 2nd Plaza	Chicago	Illinois	60681
941	Hungarian Clover	18 Rusk Parkway	Orlando	Florida	32803
942	Slender Vetch	83 Drewry Hill	Rockford	Illinois	61105
943	Sierra Milkwort	82631 2nd Alley	Tampa	Florida	33680
944	Golden Carpetgrass	3134 Schurz Pass	Philadelphia	Pennsylvania	19131
945	Seaside Beebalm	38412 Sloan Alley	Orlando	Florida	32803
946	Hawkweed	4698 Vahlen Point	Tampa	Florida	33694
947	Bottlebrush	359 Prairie Rose Point	Washington	District of Columbia	20210
948	Kidney Bean	89571 Paget Terrace	Baltimore	Maryland	21216
949	Sintenis' Quina	66 Tomscot Hill	San Francisco	California	94159
950	Paradox Nitrogen Moss	75 John Wall Circle	Peoria	Illinois	61656
951	Solorinella Lichen	33407 Washington Pass	Washington	District of Columbia	20409
952	Sea Wormwood	5 Sherman Center	Helena	Montana	59623
953	Caper	825 Memorial Street	Waterbury	Connecticut	06721
954	Sicklefruit Jewelflower	34100 Clemons Place	Los Angeles	California	90055
955	Neofuscelia Lichen	0 Forest Dale Lane	Columbus	Mississippi	39705
956	Leucas	62560 Moose Way	San Antonio	Texas	78240
957	Oneflower Kelseya	67 Stoughton Alley	Albuquerque	New Mexico	87110
958	Limestone Grass	4760 Arapahoe Drive	San Antonio	Texas	78265
959	Prairie Phacelia	6764 Spohn Park	Jamaica	New York	11480
960	Florida Bully	3 Marquette Plaza	Lima	Ohio	45807
961	Chenille Honeymyrtle	8040 Bultman Street	New York City	New York	10115
962	Clokey's Greasebush	5425 Bluejay Drive	Newport News	Virginia	23605
963	European Plum	90 Bartelt Point	Washington	District of Columbia	20299
964	Pussytoes	09 Bashford Terrace	Madison	Wisconsin	53726
965	Kern River Clarkia	7 Troy Center	Manassas	Virginia	22111
966	Boat Thatching Grass	74281 Russell Hill	Baltimore	Maryland	21229
967	Tree Lavatera	9 Village Green Alley	Cleveland	Ohio	44185
968	Blue Lawngrass	548 6th Park	Washington	District of Columbia	20057
969	Purple Meadow-rue	760 Elmside Point	Topeka	Kansas	66606
970	Fragrant Maidenhair	51845 Hooker Center	Fort Wayne	Indiana	46867
971	Twospike Larkspur	87 Melby Pass	Washington	District of Columbia	20046
972	Pumpelly's Brome	87261 Crowley Junction	Pittsburgh	Pennsylvania	15266
973	Pore Lichen	871 Prentice Place	Tampa	Florida	33661
974	Looseflower Water-willow	2815 Springview Street	Silver Spring	Maryland	20918
975	Jepsonia	06 Reindahl Court	Milwaukee	Wisconsin	53285
976	Coral Necklace	5409 Mesta Court	Houston	Texas	77250
977	Woollyleaf Manzanita	9 Sunfield Road	Iowa City	Iowa	52245
978	Common Crupina	9702 Darwin Street	El Paso	Texas	79911
979	Red Trillium	92727 Claremont Place	Newport News	Virginia	23605
980	Garden Stonecrop	3 Vera Center	Madison	Wisconsin	53779
981	Woodland Bog Orchid	94 2nd Parkway	Knoxville	Tennessee	37924
982	Northern Eyebright	5614 Cherokee Center	Springfield	Massachusetts	01105
983	False Bluet	08 Tennyson Drive	Houston	Texas	77234
984	Yerba De Culebra	6 Old Shore Parkway	Washington	District of Columbia	20380
985	Onion Blanketflower	3137 Derek Road	Miami	Florida	33180
986	Wrinkleleaf Goldenrod	8 Twin Pines Point	Miami	Florida	33185
987	Carolina Clover	51396 Amoth Parkway	Waterbury	Connecticut	06721
988	Carpet Phlox	51127 Lakewood Gardens Plaza	Charleston	South Carolina	29416
989	California Beard Lichen	2681 Blackbird Drive	Bryan	Texas	77806
990	Del Norte Manzanita	600 Lakeland Junction	Monroe	Louisiana	71213
991	Chihuahuan Beehive	672 Debra Center	Dallas	Texas	75236
992	Thoroughwort	9260 Reindahl Hill	Austin	Texas	78737
993	Annual Semaphoregrass	30 Arapahoe Park	Tampa	Florida	33605
994	Planertree	6234 John Wall Crossing	Birmingham	Alabama	35263
995	Fragrant Woodfern	4 Bonner Way	Oklahoma City	Oklahoma	73109
996	Elegant Aster	82 Mallory Court	San Diego	California	92191
997	Pasture Knapweed	6 Hoffman Plaza	Houston	Texas	77218
998	Godfrey's Swampprivet	47608 Elmside Road	Pittsburgh	Pennsylvania	15235
999	Musky Phlox	3 Muir Crossing	Arlington	Texas	76011
1000	Timothy	605 Reindahl Terrace	Tucson	Arizona	85710
